name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,fpl_id,season,now_cost,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id,opp_dyn_attack,opp_dyn_defence,opp_dyn_overall,kickoff_time_dt
David Raya Martín,GK,Arsenal,3.3,0,0,13,0,0.0,1,0.01,0.01,0.0,0.89,41,1,0,2.1,21.4,2025-09-21T15:30:00Z,90,13,0,0,0,0,5,2,2762632,1,1.0,1.0,0.0,2,-9786,98100,107886,55,True,0,5,1,2025-26,5.5,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,0.0,28827.0,2025.0,739589.0,0.0,0.0,0.0,0.0,0.0,9676.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Dean Henderson,GK,Crystal Palace,4.7,0,0,11,0,0.0,253,0.03,0.03,0.0,0.66,49,1,0,2.0,20.0,2025-09-20T14:00:00Z,90,19,0,0,0,0,5,2,974530,1,2.0,1.0,0.0,1,16237,48907,32670,50,False,1,5,253,2025-26,5.0,West Ham,WHU,21,3,1095,1130,1060,1080,1130,1180,0.0,28819.0,2025.0,738569.0,0.0,0.0,0.0,0.0998928844928741,0.0998928844928741,7702.0,572.6365105238492,796.0030593852395,684.3197849545443,2025-09-20 14:00:00+00:00
Declan Rice,MID,Arsenal,2.7,0,1,22,0,37.0,21,0.16,0.16,0.0,0.89,41,1,0,5.6,18.8,2025-09-21T15:30:00Z,90,13,0,0,0,0,5,0,1005474,1,1.0,1.0,0.0,3,-86541,33687,120228,65,True,0,5,21,2025-26,6.5,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,0.0,28827.0,2025.0,739596.0,2.0,0.0,0.0,0.3351134359836578,0.3351134359836578,5553.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Destiny Udogie,DEF,Spurs,1.0,0,0,5,0,15.7,574,0.08,0.08,0.0,1.32,43,2,0,4.6,14.0,2025-09-20T14:00:00Z,90,6,0,0,0,0,5,0,56357,1,2.0,2.0,16.0,1,-1055,3703,4758,44,False,0,5,574,2025-26,4.4,Brighton,BHA,36,4,1170,1250,1140,1220,1200,1280,0.0,28821.0,2025.0,738635.0,1.0,0.0,0.0,0.2236033529043197,0.1627015024423599,8831.0,1237.6343130338046,1114.4999465685,1176.0671298011523,2025-09-20 14:00:00+00:00
Diego Coppola,DEF,Brighton,0.7,0,0,0,0,0.1,144,0.0,0.0,0.0,0.07,43,1,0,0.6,5.4,2025-09-20T14:00:00Z,15,18,0,0,0,0,5,0,6623,0,2.0,2.0,0.0,1,-464,119,583,44,True,0,5,144,2025-26,4.4,Spurs,TOT,6,3,1120,1120,1090,1090,1150,1150,0.0,28821.0,2025.0,738626.0,0.0,0.0,0.0,0.16225166618824,0.16225166618824,10169.0,839.023364804818,1099.1018560307484,969.0626104177832,2025-09-20 14:00:00+00:00
Diego Gómez Amarilla,MID,Brighton,0.7,0,0,5,0,14.6,169,0.06,0.08,0.02,0.31,43,1,0,2.6,7.0,2025-09-20T14:00:00Z,45,18,0,0,0,0,5,0,7433,0,2.0,2.0,4.0,0,-146,506,652,50,True,1,5,169,2025-26,5.0,Spurs,TOT,6,3,1120,1120,1090,1090,1150,1150,1.0,28821.0,2025.0,738628.0,1.0,0.0,0.0276542156934738,0.111766792833805,0.0841125771403312,13364.0,839.023364804818,1099.1018560307484,969.0626104177832,2025-09-20 14:00:00+00:00
Dilane Bakwa,MID,Nott'm Forest,1.5,0,0,7,0,14.3,734,0.01,0.07,0.06,0.51,44,1,0,5.3,13.0,2025-09-20T14:00:00Z,58,3,0,0,0,0,5,0,1490,1,1.0,1.0,26.0,1,595,851,256,60,False,0,5,734,2025-26,6.0,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,2.0,28822.0,2025.0,738666.0,1.0,0.0,0.0952814593911171,0.3283074200153351,0.2330259680747985,8920.0,706.2564796999272,948.5923950335083,827.4244373667177,2025-09-20 14:00:00+00:00
Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,440,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,7,0,0,0,0,5,0,131739,0,1.0,2.0,0.0,0,-43102,109,43211,44,True,0,5,440,2025-26,4.4,Chelsea,CHE,8,3,1190,1195,1130,1140,1250,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281.0,1127.5263927048943,1018.3007248315492,1072.9135587682217,2025-09-20 16:30:00+00:00
Djed Spence,DEF,Spurs,2.3,0,0,5,0,0.0,573,0.0,0.0,0.0,0.0,43,0,0,0.2,2.4,2025-09-20T14:00:00Z,1,6,0,0,0,0,5,0,298340,0,2.0,2.0,0.0,1,14908,31526,16618,45,False,0,5,573,2025-26,4.5,Brighton,BHA,36,4,1170,1250,1140,1220,1200,1280,0.0,28821.0,2025.0,738643.0,0.0,0.0,0.0,0.0199539829045534,0.0199539829045534,10764.0,1237.6343130338046,1114.4999465685,1176.0671298011523,2025-09-20 14:00:00+00:00
Dominic Calvert-Lewin,FWD,Leeds,4.2,1,2,38,0,19.4,691,0.02,0.14,0.12,1.77,50,1,1,7.6,35.4,2025-09-20T14:00:00Z,90,20,0,0,0,0,5,0,23915,1,3.0,1.0,21.0,11,6719,9429,2710,55,False,0,5,691,2025-26,5.5,Wolves,WOL,39,2,975,1060,950,1050,1000,1070,1.0,28820.0,2025.0,738608.0,1.0,1.0,0.0402507372200489,0.0842285901308059,0.0,5555.0,852.9694231172854,767.1125503533037,810.0409867352946,2025-09-20 14:00:00+00:00
Dominik Szoboszlai,MID,Liverpool,6.7,0,0,10,0,22.4,387,0.03,0.1,0.07,0.7,46,1,0,4.8,11.4,2025-09-20T11:30:00Z,90,9,0,0,0,0,5,0,470617,1,1.0,2.0,14.0,1,79707,117074,37367,65,True,1,5,387,2025-26,6.5,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,2.0,28818.0,2025.0,738316.0,1.0,0.0,0.1076400354504585,0.6287282705307007,0.5586470365524292,9788.0,815.0165902386594,1196.8193340341923,1005.9179621364258,2025-09-20 11:30:00+00:00
Donyell Malen,MID,Aston Villa,1.8,0,0,4,0,12.8,53,0.05,0.15,0.1,0.27,48,1,0,2.9,2.2,2025-09-21T13:00:00Z,17,17,0,0,0,0,5,0,84327,0,1.0,1.0,14.0,1,-14152,4444,18596,52,False,0,5,53,2025-26,5.2,Sunderland,SUN,56,3,1055,1150,1070,1170,1040,1130,1.0,28826.0,2025.0,739275.0,1.0,0.0,0.0522415861487388,0.1203212216496467,0.0,9749.0,903.415808349404,1150.8463668081615,1027.1310875787826,2025-09-21 13:00:00+00:00
Douglas Luiz Soares de Paulo,MID,Nott'm Forest,2.2,1,0,23,0,18.1,699,0.02,0.04,0.02,0.68,44,1,0,3.1,4.4,2025-09-20T14:00:00Z,75,3,0,0,0,0,5,0,8085,1,1.0,1.0,8.0,5,69,1401,1332,50,False,0,5,699,2025-26,5.0,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,1.0,28822.0,2025.0,738664.0,1.0,0.0,0.0230485349893569,0.3398227393627167,0.3228588998317718,6122.0,706.2564796999272,948.5923950335083,827.4244373667177,2025-09-20 14:00:00+00:00
Eberechi Eze,MID,Arsenal,3.7,1,0,16,0,16.6,266,0.23,0.37,0.14,0.34,41,0,0,6.2,24.6,2025-09-21T15:30:00Z,45,13,0,0,0,0,5,0,1431073,0,1.0,1.0,21.0,4,38534,141011,102477,75,True,0,5,266,2025-26,7.5,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,1.0,28827.0,2025.0,739603.0,1.0,0.0,0.0251946933567523,0.1765362918376922,0.0516097880899906,8706.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Eddie Nketiah,FWD,Crystal Palace,0.3,0,0,3,0,10.4,284,0.0,0.04,0.04,0.15,49,0,0,2.1,3.4,2025-09-20T14:00:00Z,15,19,0,0,0,0,5,0,18909,0,2.0,1.0,7.0,1,101,1608,1507,54,False,0,5,284,2025-26,5.4,West Ham,WHU,21,3,1095,1130,1060,1080,1130,1180,1.0,28819.0,2025.0,738581.0,1.0,0.0,0.0747046843171119,0.0150839323177933,0.0150839323177933,6482.0,572.6365105238492,796.0030593852395,684.3197849545443,2025-09-20 14:00:00+00:00
Ederson Santana de Moraes,GK,Man City,0.0,0,0,0,0,0.0,399,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2025-09-21T15:30:00Z,0,1,0,0,0,0,5,0,155274,0,1.0,1.0,0.0,0,-31063,0,31063,53,False,0,5,399,2025-26,5.3,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6054.0,1019.3959456438129,1450.4983743234434,1234.9471599836281,2025-09-21 15:30:00+00:00
El Hadji Malick Diouf,DEF,West Ham,4.7,1,0,14,0,38.6,603,0.41,0.41,0.0,2.31,49,2,0,7.7,32.2,2025-09-20T14:00:00Z,90,8,0,0,0,0,5,0,544877,1,2.0,1.0,6.0,3,-34494,17083,51577,44,True,1,5,603,2025-26,4.4,Crystal Palace,CRY,31,3,1160,1185,1150,1200,1170,1170,0.0,28819.0,2025.0,738559.0,2.0,0.0,0.0,0.0750933215022087,0.0357431955635547,13723.0,1702.0310042877509,1299.536100976477,1500.783552632114,2025-09-20 14:00:00+00:00
Eliezer Mayenda Dossou,FWD,Sunderland,0.5,0,0,3,0,0.0,561,0.0,0.0,0.0,0.25,48,0,0,0.1,1.2,2025-09-21T13:00:00Z,10,2,0,0,0,0,5,0,160146,0,1.0,1.0,0.0,1,-29652,4596,34248,55,True,0,5,561,2025-26,5.5,Aston Villa,AVL,7,3,1135,1230,1120,1210,1150,1250,0.0,28826.0,2025.0,739259.0,0.0,0.0,0.0,0.0,0.0,13718.0,866.9982936244515,1328.2418550970906,1097.620074360771,2025-09-21 13:00:00+00:00
Elliot Anderson,MID,Nott'm Forest,3.8,0,0,24,0,36.5,517,0.25,0.29,0.04,0.85,44,1,0,7.4,28.0,2025-09-20T14:00:00Z,90,3,0,0,0,0,5,0,621325,1,1.0,1.0,9.0,4,-4590,38475,43065,55,False,0,5,517,2025-26,5.5,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,1.0,28822.0,2025.0,738665.0,2.0,0.0,0.0512101203203201,0.4645573496818542,0.4170323014259338,9154.0,706.2564796999272,948.5923950335083,827.4244373667177,2025-09-20 14:00:00+00:00
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0.0,604,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,8,0,0,0,0,5,0,11576,0,2.0,1.0,0.0,0,-2676,0,2676,44,True,0,5,604,2025-26,4.4,Crystal Palace,CRY,31,3,1160,1185,1150,1200,1170,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,1702.0310042877509,1299.536100976477,1500.783552632114,2025-09-20 14:00:00+00:00
Emile Smith Rowe,MID,Fulham,1.0,0,0,4,0,0.3,325,0.0,0.0,0.0,0.08,45,0,0,0.3,2.2,2025-09-20T19:00:00Z,10,5,0,0,0,0,5,0,83313,0,1.0,3.0,0.0,1,-8870,4749,13619,59,True,0,5,325,2025-26,5.9,Brentford,BRE,94,3,1135,1215,1120,1160,1150,1270,0.0,28825.0,2025.0,739005.0,0.0,0.0,0.0,0.0,0.0,7230.0,1086.5785252421476,965.0052136166518,1025.7918694293996,2025-09-20 19:00:00+00:00
Emiliano Buendía Stati,MID,Aston Villa,1.8,0,0,0,0,3.5,50,0.06,0.12,0.06,0.37,48,0,0,1.8,2.6,2025-09-21T13:00:00Z,57,17,0,0,0,0,5,0,10569,1,1.0,1.0,12.0,1,33,1423,1390,53,False,0,5,50,2025-26,5.3,Sunderland,SUN,56,3,1055,1150,1070,1170,1040,1130,2.0,28826.0,2025.0,739271.0,0.0,0.0,0.0950194969773292,0.0950194969773292,0.0,2203.0,903.415808349404,1150.8463668081615,1027.1310875787826,2025-09-21 13:00:00+00:00
Emiliano Martínez Romero,GK,Aston Villa,3.5,0,0,12,0,0.0,32,0.0,0.0,0.0,1.05,48,1,0,1.9,18.8,2025-09-21T13:00:00Z,90,17,0,0,0,0,5,3,263473,1,1.0,1.0,0.0,3,35566,49073,13507,50,False,0,5,32,2025-26,5.0,Sunderland,SUN,56,3,1055,1150,1070,1170,1040,1130,0.0,28826.0,2025.0,739262.0,0.0,0.0,0.0,0.0,0.0,4401.0,903.415808349404,1150.8463668081615,1027.1310875787826,2025-09-21 13:00:00+00:00
Emmanuel Agbadou,DEF,Wolves,3.2,0,0,16,0,21.9,631,0.11,0.24,0.13,0.48,50,3,0,8.7,35.0,2025-09-20T14:00:00Z,90,11,0,0,0,0,5,0,53252,1,3.0,1.0,30.0,3,3061,6141,3080,45,True,0,5,631,2025-26,4.5,Leeds,LEE,2,3,1100,1205,1050,1160,1150,1250,3.0,28820.0,2025.0,738586.0,1.0,0.0,0.0618074052035808,0.9663800597190856,0.8753529191017151,10856.0,671.2711693834451,1026.3375814405847,848.8043754120149,2025-09-20 14:00:00+00:00
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0.0,98,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,15,0,0,0,0,5,0,1258,0,0.0,0.0,0.0,0,-40,54,94,55,True,0,5,98,2025-26,5.5,Newcastle,NEW,4,3,1120,1205,1130,1120,1110,1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6219.0,1010.0281585239748,1658.0000035393032,1334.0140810316389,2025-09-21 13:00:00+00:00
Enzo Fernández,MID,Chelsea,6.2,0,0,8,0,10.6,237,0.04,0.04,0.0,1.84,47,2,0,2.5,10.2,2025-09-20T16:30:00Z,90,14,0,0,0,0,5,0,1614773,1,1.0,2.0,4.0,1,143821,265441,121620,67,False,1,5,237,2025-26,6.7,Man Utd,MUN,1,4,1180,1250,1120,1190,1240,1310,0.0,28824.0,2025.0,738854.0,0.0,0.0,0.0,0.0,0.0,11356.0,1411.0963344723036,1001.9817150804888,1206.5390247763962,2025-09-20 16:30:00+00:00
Enzo Le Fée,MID,Sunderland,2.8,0,0,6,0,0.4,547,0.0,0.0,0.0,0.46,48,1,0,1.0,9.8,2025-09-21T13:00:00Z,80,2,0,0,0,0,5,0,49377,1,1.0,1.0,0.0,2,-8215,3921,12136,49,True,0,5,547,2025-26,4.9,Aston Villa,AVL,7,3,1135,1230,1120,1210,1150,1250,0.0,28826.0,2025.0,739256.0,0.0,0.0,0.0,0.0,0.0,8651.0,866.9982936244515,1328.2418550970906,1097.620074360771,2025-09-21 13:00:00+00:00
Erling Haaland,FWD,Man City,10.3,0,3,32,1,2.1,430,0.01,0.53,0.52,0.77,41,0,1,7.2,35.4,2025-09-21T15:30:00Z,75,1,0,0,0,0,5,0,4419019,1,1.0,1.0,34.0,9,405468,479550,74082,142,False,0,5,430,2025-26,14.2,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,2.0,28827.0,2025.0,739615.0,0.0,1.0,0.6271476149559021,0.7404024600982666,0.1132548376917839,8260.0,1019.3959456438129,1450.4983743234434,1234.9471599836281,2025-09-21 15:30:00+00:00
Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,1.8,0,0,1,0,0.0,238,0.0,0.0,0.0,0.05,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,5,14,0,0,0,0,5,0,240157,1,1.0,2.0,0.0,1,-61280,8715,69995,65,False,0,5,238,2025-26,6.5,Man Utd,MUN,1,4,1180,1250,1120,1190,1240,1310,0.0,28824.0,2025.0,738856.0,0.0,0.0,0.0,0.0,0.0,13775.0,1411.0963344723036,1001.9817150804888,1206.5390247763962,2025-09-20 16:30:00+00:00
Ethan Ampadu,MID,Leeds,2.2,0,0,18,0,6.1,354,0.01,0.03,0.02,1.78,50,1,0,2.4,17.2,2025-09-20T14:00:00Z,90,20,0,0,0,0,5,0,6070,1,3.0,1.0,1.0,4,568,894,326,49,False,0,5,354,2025-26,4.9,Wolves,WOL,39,2,975,1060,950,1050,1000,1070,1.0,28820.0,2025.0,738606.0,0.0,0.0,0.0117719201371073,0.0557497702538967,0.0439778491854667,6369.0,852.9694231172854,767.1125503533037,810.0409867352946,2025-09-20 14:00:00+00:00
Ethan Nwaneri,MID,Arsenal,1.3,0,0,3,0,0.4,25,0.0,0.0,0.0,0.0,41,0,0,0.1,0.2,2025-09-21T15:30:00Z,6,13,0,0,0,0,5,0,22320,0,1.0,1.0,0.0,1,-1145,1243,2388,53,True,0,5,25,2025-26,5.3,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,0.0,28827.0,2025.0,739604.0,0.0,0.0,0.0,0.0,0.0,11132.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Ethan Pinnock,DEF,Brentford,0.0,0,0,-4,0,0.1,111,0.0,0.0,0.0,1.01,45,3,0,1.6,13.8,2025-09-20T19:00:00Z,73,10,1,0,0,0,5,0,17110,1,1.0,3.0,2.0,-1,24,1146,1122,44,False,0,5,111,2025-26,4.4,Fulham,FUL,54,3,1105,1200,1090,1170,1120,1230,0.0,28825.0,2025.0,739011.0,0.0,0.0,0.0,0.0603536963462829,0.0603536963462829,9678.0,751.1419486279946,1053.3522418203,902.2470952241472,2025-09-20 19:00:00+00:00
Evann Guessand,MID,Aston Villa,2.2,0,0,4,1,3.3,677,0.11,0.36,0.25,0.78,48,0,0,3.8,13.2,2025-09-21T13:00:00Z,72,17,0,0,0,0,5,0,5063,1,1.0,1.0,21.0,3,-348,505,853,64,False,0,5,677,2025-26,6.4,Sunderland,SUN,56,3,1055,1150,1070,1170,1040,1130,1.0,28826.0,2025.0,739269.0,0.0,0.0,0.5027073621749878,0.1245922818779945,0.1245922818779945,8006.0,903.415808349404,1150.8463668081615,1027.1310875787826,2025-09-21 13:00:00+00:00
Ezri Konsa Ngoyo,DEF,Aston Villa,3.5,0,0,10,0,3.0,38,0.02,0.02,0.0,1.05,48,1,0,2.9,26.2,2025-09-21T13:00:00Z,90,17,0,0,0,0,5,0,1507276,1,1.0,1.0,0.0,2,-9358,46561,55919,45,False,0,5,38,2025-26,4.5,Sunderland,SUN,56,3,1055,1150,1070,1170,1040,1130,0.0,28826.0,2025.0,739265.0,0.0,0.0,0.0,0.1115894690155983,0.1115894690155983,7726.0,903.415808349404,1150.8463668081615,1027.1310875787826,2025-09-21 13:00:00+00:00
Felipe Rodrigues da Silva,DEF,Nott'm Forest,1.2,0,0,6,0,1.9,511,0.01,0.01,0.0,0.85,44,1,0,1.8,16.0,2025-09-20T14:00:00Z,90,3,0,0,0,0,5,0,10316,1,1.0,1.0,0.0,1,906,1600,694,44,False,1,5,511,2025-26,4.4,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7921.0,706.2564796999272,948.5923950335083,827.4244373667177,2025-09-20 14:00:00+00:00
Ferdi Kadıoğlu,DEF,Brighton,1.7,0,0,9,0,11.3,148,0.01,0.08,0.07,1.21,43,2,0,2.6,10.6,2025-09-20T14:00:00Z,84,18,0,0,0,0,5,0,16491,1,2.0,2.0,4.0,1,-90,932,1022,44,True,0,5,148,2025-26,4.4,Spurs,TOT,6,3,1120,1120,1090,1090,1150,1150,1.0,28821.0,2025.0,738619.0,1.0,0.0,0.0781390964984893,0.3346781730651855,0.0413045361638069,13066.0,839.023364804818,1099.1018560307484,969.0626104177832,2025-09-20 14:00:00+00:00
Fer López González,MID,Wolves,2.2,1,0,13,0,28.8,645,0.4,0.4,0.0,0.42,50,3,0,5.1,20.0,2025-09-20T14:00:00Z,45,11,0,0,0,0,5,0,3978,1,3.0,1.0,2.0,3,-209,87,296,54,True,1,5,645,2025-26,5.4,Leeds,LEE,2,3,1100,1205,1050,1160,1150,1250,0.0,28820.0,2025.0,738592.0,2.0,0.0,0.0,0.496584802865982,0.0674143061041832,13200.0,671.2711693834451,1026.3375814405847,848.8043754120149,2025-09-20 14:00:00+00:00
Filip Jörgensen,GK,Chelsea,0.8,0,0,4,0,0.0,221,0.0,0.0,0.0,1.79,47,2,0,0.9,9.4,2025-09-20T16:30:00Z,84,14,0,0,0,0,5,1,20685,0,1.0,2.0,0.0,1,-1041,367,1408,44,False,0,5,221,2025-26,4.4,Man Utd,MUN,1,4,1180,1250,1120,1190,1240,1310,0.0,28824.0,2025.0,738861.0,0.0,0.0,0.0,0.0,0.0,9272.0,1411.0963344723036,1001.9817150804888,1206.5390247763962,2025-09-20 16:30:00+00:00
Florentino Ibrain Morris Luís,MID,Burnley,1.5,0,0,19,0,23.5,722,0.01,0.01,0.0,1.1,44,1,0,4.9,25.6,2025-09-20T14:00:00Z,90,16,0,0,0,0,5,0,627,1,1.0,1.0,0.0,3,95,183,88,50,True,1,5,722,2025-26,5.0,Nott'm Forest,NFO,17,3,1125,1165,1130,1160,1120,1170,0.0,28822.0,2025.0,738654.0,2.0,0.0,0.0,0.0265737250447273,0.0098385652527213,8969.0,793.0605597774556,920.371946335648,856.7162530565517,2025-09-20 14:00:00+00:00
Florian Wirtz,MID,Liverpool,3.0,0,0,-2,0,11.3,382,0.03,0.03,0.0,0.04,46,0,0,1.7,1.4,2025-09-20T11:30:00Z,29,9,0,0,0,0,5,0,1948846,0,1.0,2.0,4.0,0,-350383,40563,390946,83,True,1,5,382,2025-26,8.3,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,0.0,28818.0,2025.0,738319.0,1.0,0.0,0.0,0.0700811892747879,0.0700811892747879,8397.0,815.0165902386594,1196.8193340341923,1005.9179621364258,2025-09-20 11:30:00+00:00
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,4.5,0,0,9,1,11.6,97,0.02,0.12,0.1,0.14,42,0,0,2.5,4.6,2025-09-21T13:00:00Z,90,15,0,0,0,0,5,0,359509,1,0.0,0.0,9.0,2,55161,93944,38783,70,True,0,5,97,2025-26,7.0,Newcastle,NEW,4,3,1120,1205,1130,1120,1110,1290,1.0,28823.0,2025.0,739226.0,1.0,0.0,0.0896423682570457,0.1295014470815658,0.0,12963.0,1010.0281585239748,1658.0000035393032,1334.0140810316389,2025-09-21 13:00:00+00:00
Fábio Freitas Gouveia Carvalho,MID,Brentford,3.0,0,0,3,0,1.0,123,0.0,0.0,0.0,0.0,45,0,0,0.1,0.2,2025-09-20T19:00:00Z,3,10,0,0,0,0,5,0,34819,0,1.0,3.0,0.0,1,9113,12517,3404,49,False,0,5,123,2025-26,4.9,Fulham,FUL,54,3,1105,1200,1090,1170,1120,1230,0.0,28825.0,2025.0,739022.0,0.0,0.0,0.0,0.0,0.0,9501.0,751.1419486279946,1053.3522418203,902.2470952241472,2025-09-20 19:00:00+00:00
Gabriel dos Santos Magalhães,DEF,Arsenal,4.3,0,0,13,0,2.3,5,0.01,0.01,0.0,0.89,41,1,0,2.2,19.6,2025-09-21T15:30:00Z,90,13,0,0,0,0,5,0,2599245,1,1.0,1.0,0.0,2,45804,134864,89060,61,True,0,5,5,2025-26,6.1,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,0.0,28827.0,2025.0,739591.0,0.0,0.0,0.0,0.0611049719154834,0.0611049719154834,5613.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,0,0.0,31,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2025-09-21T15:30:00Z,0,13,0,0,0,0,5,0,4603,0,1.0,1.0,0.0,0,-226,81,307,65,True,0,5,31,2025-26,6.5,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Gabriel Gudmundsson,DEF,Leeds,3.8,0,0,11,0,6.3,347,0.12,0.12,0.0,1.78,50,1,0,3.2,20.0,2025-09-20T14:00:00Z,90,20,0,0,0,0,5,0,603869,1,3.0,1.0,6.0,4,16093,40832,24739,40,False,0,5,347,2025-26,4.0,Wolves,WOL,39,2,975,1060,950,1050,1000,1070,0.0,28820.0,2025.0,738603.0,0.0,0.0,0.0,0.0439778491854667,0.0439778491854667,9944.0,852.9694231172854,767.1125503533037,810.0409867352946,2025-09-20 14:00:00+00:00
Gabriel Martinelli Silva,MID,Arsenal,3.7,0,1,22,0,0.3,19,0.0,0.16,0.16,0.25,41,0,1,5.0,33.0,2025-09-21T15:30:00Z,10,13,0,0,0,0,5,0,116281,0,1.0,1.0,17.0,7,-9879,3506,13385,69,True,0,5,19,2025-26,6.9,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,1.0,28827.0,2025.0,739600.0,0.0,1.0,0.0997318029403686,0.0997318029403686,0.0,7752.0,1522.4790886900719,1068.165395495158,1295.322242092615,2025-09-21 15:30:00+00:00
Georginio Rutter,MID,Brighton,2.3,1,0,16,0,21.8,158,0.02,0.02,0.0,1.16,43,1,0,6.0,31.8,2025-09-20T14:00:00Z,74,18,0,0,0,0,5,0,69051,1,2.0,2.0,6.0,5,-12943,1841,14784,58,True,0,5,158,2025-26,5.8,Spurs,TOT,6,3,1120,1120,1090,1090,1150,1150,0.0,28821.0,2025.0,738625.0,2.0,0.0,0.0,0.7505515813827515,0.029110973700881,6937.0,839.023364804818,1099.1018560307484,969.0626104177832,2025-09-20 14:00:00+00:00
Gianluigi Donnarumma,GK,Man City,3.5,0,0,7,0,0.0,736,0.0,0.0,0.0,0.96,41,1,0,1.6,15.6,2025-09-21T15:30:00Z,90,1,0,0,0,0,5,2,366710,1,1.0,1.0,0.0,1,181962,199460,17498,55,False,1,5,736,2025-26,5.5,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,0.0,28827.0,2025.0,739605.0,0.0,0.0,0.0,0.0399459265172481,0.0399459265172481,1116.0,1019.3959456438129,1450.4983743234434,1234.9471599836281,2025-09-21 15:30:00+00:00
Granit Xhaka,MID,Sunderland,3.8,1,0,20,0,21.6,668,0.09,0.16,0.07,0.71,48,1,0,5.5,24.8,2025-09-21T13:00:00Z,90,2,0,0,0,0,5,0,335389,1,1.0,1.0,9.0,4,14737,36352,21615,50,True,1,5,668,2025-26,5.0,Aston Villa,AVL,7,3,1135,1230,1120,1210,1150,1250,1.0,28826.0,2025.0,739252.0,2.0,0.0,0.0423325151205062,0.4673176109790802,0.0684534758329391,204.0,866.9982936244515,1328.2418550970906,1097.620074360771,2025-09-21 13:00:00+00:00
Guglielmo Vicario,GK,Spurs,4.0,0,0,9,0,0.0,565,0.0,0.0,0.0,1.32,43,2,0,1.3,13.0,2025-09-20T14:00:00Z,90,6,0,0,0,0,5,2,1365409,1,2.0,2.0,0.0,1,213443,253580,40137,51,False,0,5,565,2025-26,5.1,Brighton,BHA,36,4,1170,1250,1140,1220,1200,1280,0.0,28821.0,2025.0,738631.0,0.0,0.0,0.0,0.0,0.0,8858.0,1237.6343130338046,1114.4999465685,1176.0671298011523,2025-09-20 14:00:00+00:00
